MUNICÍPIO - UF,UF,LATITUDE,LONGITUDE
VILA VELHA - ES,ES,-20.3383741,-40.29395664
VILHENA - RO,RO,-12.74137347,-60.13858387
VIRGEM DA LAPA - MG,MG,-16.80214886,-42.34328107
VISTA ALEGRE DO ALTO - SP,SP,-21.16715408,-48.63017136
VISTA ALEGRE DO PRATA - RS,RS,-28.8094723,-51.7862084
VITÓRIA - ES,ES,-20.32015379,-40.32220873
VITÓRIA DA CONQUISTA - BA,BA,-14.84800481,-40.83980954
VITÓRIA DE SANTO ANTÃO - PE,PE,-8.118748,-35.29386424
VIÇOSA DO CEARÁ - CE,CE,-3.566012753,-41.09162908
VOLTA GRANDE - MG,MG,-21.77071115,-42.54128495
VOLTA REDONDA - RJ,RJ,-22.5099676,-44.09352188
VOTORANTIM - SP,SP,-23.54187121,-47.44973806
VÁRZEA DA PALMA - MG,MG,-17.59757018,-44.73034658
VÁRZEA GRANDE - MT,MT,-15.65806482,-56.14466374
VÁRZEA NOVA - BA,BA,-11.2572312,-40.94584593
VÁRZEA PAULISTA - SP,SP,-23.2144665,-46.82989022
WANDERLÂNDIA - TO,TO,-6.850125517,-47.95626773
WENCESLAU BRAZ - MG,MG,-22.52901304,-45.35677395
XANGRI-LÁ - RS,RS,-29.80537819,-50.03908142
XANXERÊ - SC,SC,-26.8745845,-52.40466714
XAXIM - SC,SC,-26.9637195,-52.53493252
XIQUE-XIQUE - BA,BA,-10.82497442,-42.725508
ÁGUA BOA - MT,MT,-14.0490868,-52.1589153
ÁGUA CLARA - MS,MS,-20.44885076,-52.87511755
ÁGUA DOCE - SC,SC,-27.00409166,-51.55909656
ÁGUA FRIA DE GOIÁS - GO,GO,-14.98553527,-47.78221216
ÁGUAS DE CHAPECÓ - SC,SC,-27.07621291,-52.98725101
ÁGUAS DE SANTA BÁRBARA - SP,SP,-22.86914941,-49.23860777
ÁGUAS DE SÃO PEDRO - SP,SP,-22.59733955,-47.88397474
ÁGUAS FRIAS - SC,SC,-26.88022754,-52.85941945
ÁGUAS VERMELHAS - MG,MG,-15.74531995,-41.4587883
ÁUREA - RS,RS,-27.69378665,-52.05417567
ÓBIDOS - PA,PA,-1.909235496,-55.51632351
